Scenario,Main_Relay,Backup_Relay,Time_Main,Time_Backup,DT,Coordinated,Main_TDS,Main_Pickup,Backup_TDS,Backup_Pickup
scenario_19,R72,R21,0.2012,0.2915,-0.10970000000000002,False,0.10991,0.02562,0.1052,0.02127
scenario_19,R35,R11,0.3067,0.3591,-0.1476,False,0.13683,0.02562,0.11815,0.05156
scenario_19,R35,R49,0.3067,0.5323,0.02560000000000001,True,0.13683,0.02562,0.11919,0.02564
scenario_19,R23,R22,0.2461,0.3062,-0.1399,False,0.11585,0.03126,0.13588,0.03733
scenario_19,R60,R61,0.3081,0.3289,-0.17919999999999997,False,0.11951,0.03126,0.21736,0.00527
scenario_19,R24,R23,0.2971,0.2713,-0.2258,False,0.20842,0.00527,0.11585,0.03126
scenario_19,R61,R74,0.3052,0.2702,-0.23500000000000004,False,0.21736,0.00527,0.12824,0.02446
scenario_19,R37,R24,0.2877,0.3207,-0.16700000000000004,False,0.11918,0.02446,0.20842,0.00527
scenario_19,R74,R28,0.2555,0.2996,-0.15590000000000004,False,0.12824,0.02446,0.11158,0.03544
scenario_19,R74,R66,0.2555,0.3171,-0.13840000000000002,False,0.12824,0.02446,0.17459,0.00708
scenario_19,R26,R25,0.2977,0.308,-0.18970000000000004,False,0.13781,0.04288,0.13862,0.04666
scenario_19,R63,R64,0.3883,0.4049,-0.1834,False,0.09475,0.04288,0.10433,0.0391
scenario_19,R27,R26,0.2798,0.3085,-0.1713,False,0.12892,0.0391,0.13781,0.04288
scenario_19,R64,R65,0.3004,0.344,-0.15640000000000004,False,0.10433,0.0391,0.12454,0.03544
scenario_19,R28,R27,0.2667,0.3195,-0.1472,False,0.11158,0.03544,0.12892,0.0391
scenario_19,R65,R37,0.2995,0.3202,-0.17930000000000001,False,0.12454,0.03544,0.11918,0.02446
scenario_19,R65,R66,0.2995,0.3203,-0.17920000000000003,False,0.12454,0.03544,0.17459,0.00708
scenario_19,R29,R28,0.0712,0.2996,0.02839999999999998,True,0.05,0.00708,0.11158,0.03544
scenario_19,R29,R37,0.0712,0.3162,0.044999999999999984,True,0.05,0.00708,0.11918,0.02446
scenario_19,R66,R67,0.3086,0.1286,-0.38,False,0.17459,0.00708,0.05,0.02261
scenario_19,R22,R2,0.2916,0.3146,-0.17700000000000005,False,0.13588,0.03733,0.13988,0.01807
scenario_19,R22,R40,0.2916,0.3073,-0.18430000000000002,False,0.13588,0.03733,0.12727,0.03045
scenario_19,R59,R60,0.2715,0.3673,-0.10420000000000001,False,0.08116,0.03733,0.11951,0.03126
scenario_19,R3,R2,0.3151,0.3146,-0.2005,False,0.13744,0.03045,0.13988,0.01807
scenario_19,R3,R59,0.3151,0.3146,-0.2005,False,0.13744,0.03045,0.08116,0.03733
scenario_19,R40,R41,0.2901,0.3139,-0.17620000000000002,False,0.12727,0.03045,0.12675,0.03839
scenario_19,R30,R29,0.2828,0.0727,-0.4101,False,0.14356,0.02261,0.05,0.00708
scenario_19,R67,R68,0.1173,0.3173,0.0,True,0.05,0.02261,0.14047,0.02028
scenario_19,R31,R30,0.3023,0.3014,-0.20090000000000002,False,0.14897,0.02028,0.14356,0.02261
scenario_19,R68,R69,0.3075,0.3095,-0.198,False,0.14047,0.02028,0.13247,0.02451
scenario_19,R32,R31,0.309,0.3111,-0.19790000000000002,False,0.13907,0.02451,0.14897,0.02028
scenario_19,R69,R36,0.3004,0.3134,-0.187,False,0.13247,0.02451,0.13261,0.02757
scenario_19,R4,R3,0.3184,0.3318,-0.18660000000000004,False,0.12075,0.03839,0.13744,0.03045
scenario_19,R41,R42,0.2983,0.3177,-0.18060000000000004,False,0.12675,0.03839,0.13035,0.04227
scenario_19,R5,R4,0.3191,0.3523,-0.1668,False,0.10478,0.04227,0.12075,0.03839
scenario_19,R42,R43,0.2832,0.3124,-0.1708,False,0.13035,0.04227,0.10027,0.09215
scenario_19,R42,R62,0.2832,0.4986,0.01539999999999997,True,0.13035,0.04227,0.07373,0.04666
scenario_19,R25,R5,0.302,0.4646,-0.03739999999999999,False,0.13862,0.04666,0.10478,0.04227
scenario_19,R25,R43,0.302,0.3089,-0.1931,False,0.13862,0.04666,0.10027,0.09215
scenario_19,R62,R63,0.3771,0.4557,-0.12140000000000001,False,0.07373,0.04666,0.09475,0.04288
scenario_19,R6,R5,0.2646,0.4646,0.0,True,0.05,0.09215,0.10478,0.04227
scenario_19,R6,R62,0.2646,0.4646,0.0,True,0.05,0.09215,0.07373,0.04666
scenario_19,R43,R44,0.2887,0.1477,-0.341,False,0.10027,0.09215,0.05,0.09782
scenario_19,R7,R6,0.3695,0.3472,-0.2223,False,0.05,0.09782,0.05,0.09215
scenario_19,R44,R70,0.1366,0.7191,0.3825,True,0.05,0.09782,0.18405,0.02236
scenario_19,R44,R45,0.1366,0.3366,0.0,True,0.05,0.09782,0.1064,0.12276
scenario_19,R8,R7,0.554,2.979,2.2249999999999996,True,0.05,0.12276,0.05,0.09782
scenario_19,R8,R70,0.554,0.754,-5.551115123125783e-17,False,0.05,0.12276,0.18405,0.02236
scenario_19,R45,R46,0.2926,0.0,-0.49260000000000004,False,0.1064,0.12276,0.05,0.05812
scenario_19,R45,R71,0.2926,0.0,-0.49260000000000004,False,0.1064,0.12276,0.05,0.06317
scenario_19,R9,R8,0.2793,0.0,-0.4793,False,0.13287,0.05812,0.05,0.12276
scenario_19,R9,R71,0.2793,0.0,-0.4793,False,0.13287,0.05812,0.05,0.06317
scenario_19,R46,R47,0.2098,0.4098,0.0,True,0.05,0.05812,0.10138,0.05467
scenario_19,R34,R8,0.23,0.0,-0.43000000000000005,False,0.10479,0.06317,0.05,0.12276
scenario_19,R34,R46,0.23,0.0,-0.43000000000000005,False,0.10479,0.06317,0.05,0.05812
scenario_19,R71,R14,0.1691,0.1213,-0.24780000000000002,False,0.05,0.06317,0.05,0.02057
scenario_19,R71,R52,0.1691,0.2593,-0.10980000000000004,False,0.05,0.06317,0.05,0.03695
scenario_2,R38,R39,0.0,0.3155,0.11549999999999999,True,0.05,0.0,0.14755,0.02685
scenario_2,R38,R55,0.0,0.3198,0.11979999999999996,True,0.05,0.0,0.12038,0.03374
scenario_2,R10,R9,0.3199,0.327,-0.19290000000000002,False,0.12596,0.06769,0.12618,0.0713
scenario_2,R47,R48,0.3874,0.406,-0.1814,False,0.09406,0.06769,0.10136,0.0646
scenario_2,R11,R10,0.2784,0.3278,-0.1506,False,0.10893,0.0646,0.12596,0.06769
scenario_2,R48,R49,0.3585,0.3769,-0.18159999999999998,False,0.10136,0.0646,0.11723,0.02848
scenario_2,R48,R72,0.3585,0.3768,-0.18169999999999997,False,0.10136,0.0646,0.09907,0.03282
scenario_2,R12,R11,0.2643,0.2955,-0.1688,False,0.13843,0.02848,0.10893,0.0646
scenario_2,R12,R72,0.2643,0.388,-0.07629999999999998,False,0.13843,0.02848,0.09907,0.03282
scenario_2,R49,R50,0.2783,0.3187,-0.15960000000000002,False,0.11723,0.02848,0.14135,0.02459
scenario_2,R13,R12,0.2868,0.305,-0.18180000000000002,False,0.1366,0.02459,0.13843,0.02848
scenario_2,R50,R51,0.291,0.3029,-0.1881,False,0.14135,0.02459,0.14953,0.02336
scenario_2,R14,R13,0.1123,0.3123,0.0,True,0.05,0.02336,0.1366,0.02459
scenario_2,R51,R52,0.2848,0.3157,-0.16910000000000003,False,0.14953,0.02336,0.05,0.05011
scenario_2,R51,R34,0.2848,0.3123,-0.1725,False,0.14953,0.02336,0.09879,0.07676
scenario_2,R15,R14,0.2972,0.1245,-0.37270000000000003,False,0.13233,0.05011,0.05,0.02336
scenario_2,R15,R34,0.2972,0.3123,-0.1849,False,0.13233,0.05011,0.09879,0.07676
scenario_2,R52,R53,0.2408,0.4408,2.7755575615628914e-17,True,0.05,0.05011,0.09607,0.04672
scenario_2,R16,R15,0.2903,0.3167,-0.17360000000000003,False,0.12437,0.04672,0.13233,0.05011
scenario_2,R53,R54,0.3321,0.3729,-0.1592,False,0.09607,0.04672,0.112,0.04335
scenario_2,R17,R16,0.3108,0.3281,-0.18270000000000003,False,0.12134,0.04335,0.12437,0.04672
scenario_2,R54,R73,0.3412,0.3523,-0.1889,False,0.112,0.04335,0.12267,0.03795
scenario_2,R36,R17,0.3135,0.3283,-0.18520000000000003,False,0.12213,0.03795,0.12134,0.04335
scenario_2,R73,R32,0.3357,0.3368,-0.19890000000000002,False,0.12267,0.03795,0.12896,0.0338
scenario_2,R19,R18,0.2925,0.3276,-0.1649,False,0.11459,0.03947,0.13612,0.03374
scenario_2,R56,R57,0.2771,0.3159,-0.1612,False,0.11951,0.03947,0.12979,0.04518
scenario_2,R18,R1,0.3144,0.0,-0.5144,False,0.13612,0.03374,0.05,0.0
scenario_2,R18,R39,0.3144,0.3155,-0.19890000000000002,False,0.13612,0.03374,0.14755,0.02685
scenario_2,R55,R56,0.3116,0.3294,-0.18219999999999997,False,0.12038,0.03374,0.11951,0.03947
scenario_2,R2,R1,0.2986,0.0,-0.4986,False,0.12167,0.02685,0.05,0.0
scenario_2,R2,R55,0.2986,0.3227,-0.1759,False,0.12167,0.02685,0.12038,0.03374
scenario_2,R39,R40,0.3038,0.3162,-0.18760000000000004,False,0.14755,0.02685,0.13757,0.02601
scenario_2,R39,R59,0.3038,0.3093,-0.1945,False,0.14755,0.02685,0.06952,0.04673
scenario_2,R20,R19,0.258,0.3753,-0.0827,False,0.07359,0.04518,0.11459,0.03947
scenario_2,R57,R58,0.297,0.3144,-0.18259999999999998,False,0.12979,0.04518,0.12412,0.02716
scenario_2,R57,R33,0.297,0.3144,-0.18259999999999998,False,0.12979,0.04518,0.14003,0.02381
scenario_2,R21,R20,0.1964,0.3033,-0.09309999999999999,False,0.09503,0.02716,0.07359,0.04518
scenario_2,R21,R33,0.1964,0.3166,-0.07980000000000001,False,0.09503,0.02716,0.14003,0.02381
scenario_2,R58,R35,0.282,0.3136,-0.1684,False,0.12412,0.02716,0.12904,0.03282
scenario_2,R33,R7,0.2467,0.0,-0.4467,False,0.14003,0.02381,0.05,0.11052
scenario_2,R33,R45,0.2467,0.3538,-0.09290000000000001,False,0.14003,0.02381,0.09868,0.14732
scenario_2,R70,R58,0.487,0.3207,-0.3663,False,0.23065,0.02381,0.12412,0.02716
scenario_2,R70,R20,0.487,0.3203,-0.3667,False,0.23065,0.02381,0.07359,0.04518
scenario_2,R72,R21,0.1955,0.2987,-0.0968,False,0.09907,0.03282,0.09503,0.02716
scenario_2,R35,R11,0.318,0.3726,-0.14540000000000003,False,0.12904,0.03282,0.10893,0.0646
scenario_2,R35,R49,0.318,0.5991,0.08109999999999995,True,0.12904,0.03282,0.11723,0.02848
scenario_2,R23,R22,0.2604,0.3166,-0.14380000000000004,False,0.1117,0.0406,0.12907,0.04673
scenario_2,R60,R61,0.3222,0.3448,-0.1774,False,0.11122,0.0406,0.17717,0.01334
scenario_2,R24,R23,0.2774,0.2902,-0.18719999999999998,False,0.15376,0.01334,0.1117,0.0406
scenario_2,R61,R74,0.3136,0.2885,-0.22510000000000002,False,0.17717,0.01334,0.15415,0.01628
scenario_2,R37,R24,0.3046,0.3059,-0.1987,False,0.14385,0.01628,0.15376,0.01334
scenario_2,R74,R28,0.2741,0.3002,-0.1739,False,0.15415,0.01628,0.10071,0.04434
scenario_2,R74,R66,0.2741,0.3318,-0.14230000000000004,False,0.15415,0.01628,0.12037,0.02351
scenario_2,R26,R25,0.3041,0.3155,-0.1886,False,0.13165,0.05169,0.13323,0.05546
scenario_2,R63,R64,0.4245,0.4382,-0.18630000000000002,False,0.08912,0.05169,0.09686,0.04793
scenario_2,R27,R26,0.2874,0.3173,-0.17009999999999997,False,0.12253,0.04793,0.13165,0.05169
scenario_2,R64,R65,0.3092,0.3596,-0.1496,False,0.09686,0.04793,0.11684,0.04434
scenario_2,R28,R27,0.2636,0.3309,-0.13269999999999998,False,0.10071,0.04434,0.12253,0.04793
scenario_2,R65,R37,0.3079,0.3318,-0.17610000000000003,False,0.11684,0.04434,0.14385,0.01628
scenario_2,R65,R66,0.3079,0.3318,-0.17610000000000003,False,0.11684,0.04434,0.12037,0.02351
scenario_2,R29,R28,0.0972,0.2972,0.0,True,0.05,0.02351,0.10071,0.04434
scenario_2,R29,R37,0.0972,0.3281,0.030899999999999983,True,0.05,0.02351,0.14385,0.01628
scenario_2,R66,R67,0.3144,0.1131,-0.4013,False,0.12037,0.02351,0.05,0.01591
scenario_2,R22,R2,0.3,0.3162,-0.18380000000000002,False,0.12907,0.04673,0.12167,0.02685
scenario_2,R22,R40,0.3,0.3162,-0.18380000000000002,False,0.12907,0.04673,0.13757,0.02601
scenario_2,R59,R60,0.2617,0.3882,-0.07350000000000001,False,0.06952,0.04673,0.11122,0.0406
scenario_2,R3,R2,0.3113,0.3162,-0.19510000000000005,False,0.14245,0.02601,0.12167,0.02685
scenario_2,R3,R59,0.3113,0.3093,-0.202,False,0.14245,0.02601,0.06952,0.04673
scenario_2,R40,R41,0.299,0.3087,-0.19030000000000002,False,0.13757,0.02601,0.12881,0.0345
scenario_2,R30,R29,0.2872,0.1001,-0.3871,False,0.16063,0.01591,0.05,0.02351
scenario_2,R67,R68,0.1051,0.3051,-2.7755575615628914e-17,False,0.05,0.01591,0.13017,0.02199
scenario_2,R31,R30,0.3158,0.3046,-0.21120000000000005,False,0.15088,0.02199,0.16063,0.01591
scenario_2,R68,R69,0.2951,0.3134,-0.18169999999999997,False,0.13017,0.02199,0.11788,0.0338
scenario_2,R32,R31,0.3237,0.3255,-0.1982,False,0.12896,0.0338,0.15088,0.02199
scenario_2,R69,R36,0.3028,0.3284,-0.1744,False,0.11788,0.0338,0.12213,0.03795
scenario_2,R4,R3,0.3164,0.3274,-0.189,False,0.12414,0.0345,0.14245,0.02601
scenario_2,R41,R42,0.2935,0.3139,-0.17959999999999998,False,0.12881,0.0345,0.13259,0.03847
scenario_2,R5,R4,0.3272,0.346,-0.18120000000000003,False,0.11207,0.03847,0.12414,0.0345
scenario_2,R42,R43,0.2803,0.3196,-0.1607,False,0.13259,0.03847,0.09936,0.09742
scenario_2,R42,R62,0.2803,0.5258,0.04550000000000004,True,0.13259,0.03847,0.06454,0.05546
scenario_2,R25,R5,0.3089,0.4681,-0.0408,False,0.13323,0.05546,0.11207,0.03847
scenario_2,R25,R43,0.3089,0.3159,-0.193,False,0.13323,0.05546,0.09936,0.09742
scenario_2,R62,R63,0.3792,0.4938,-0.08539999999999998,False,0.06454,0.05546,0.08912,0.05169
scenario_2,R6,R5,0.2834,0.4834,0.0,True,0.05,0.09742,0.11207,0.03847
scenario_2,R6,R62,0.2834,0.4834,0.0,True,0.05,0.09742,0.06454,0.05546
scenario_2,R43,R44,0.2944,0.1569,-0.3375,False,0.09936,0.09742,0.05,0.11052
scenario_2,R7,R6,0.4253,0.3679,-0.2574,False,0.05,0.11052,0.05,0.09742
scenario_2,R44,R70,0.1449,0.9822,0.6373,True,0.05,0.11052,0.23065,0.02381
scenario_2,R44,R45,0.1449,0.3449,-2.7755575615628914e-17,False,0.05,0.11052,0.09868,0.14732
scenario_2,R8,R7,0.7822,0.0,-0.9822,False,0.05,0.14732,0.05,0.11052
scenario_2,R8,R70,0.7822,0.9822,-5.551115123125783e-17,False,0.05,0.14732,0.23065,0.02381
scenario_2,R45,R46,0.2952,0.0,-0.49520000000000003,False,0.09868,0.14732,0.05,0.0713
scenario_2,R45,R71,0.2952,0.0,-0.49520000000000003,False,0.09868,0.14732,0.05,0.07676
scenario_2,R9,R8,0.2851,0.0,-0.48510000000000003,False,0.12618,0.0713,0.05,0.14732
scenario_2,R9,R71,0.2851,0.0,-0.48510000000000003,False,0.12618,0.0713,0.05,0.07676
scenario_2,R46,R47,0.246,0.446,0.0,True,0.05,0.0713,0.09406,0.06769
scenario_2,R34,R8,0.2325,0.0,-0.4325,False,0.09879,0.07676,0.05,0.14732
scenario_2,R34,R46,0.2325,0.0,-0.4325,False,0.09879,0.07676,0.05,0.0713
scenario_2,R71,R14,0.1897,0.1287,-0.261,False,0.05,0.07676,0.05,0.02336
scenario_2,R71,R52,0.1897,0.3637,-0.025999999999999995,False,0.05,0.07676,0.05,0.05011
scenario_20,R38,R39,0.0,0.3064,0.1064,True,0.05,0.0,0.15634,0.02064
scenario_20,R38,R55,0.0,0.3084,0.1084,True,0.05,0.0,0.12769,0.02689
scenario_20,R10,R9,0.3124,0.3199,-0.1925,False,0.13023,0.05922,0.13061,0.06272
scenario_20,R47,R48,0.3713,0.3875,-0.18380000000000002,False,0.09898,0.05922,0.10642,0.05611
scenario_20,R11,R10,0.2764,0.3207,-0.1557,False,0.11451,0.05611,0.13023,0.05922
scenario_20,R48,R49,0.3504,0.3647,-0.18569999999999998,False,0.10642,0.05611,0.12093,0.02585
scenario_20,R48,R72,0.3504,0.3646,-0.18580000000000002,False,0.10642,0.05611,0.10263,0.02896
scenario_20,R12,R11,0.2616,0.2923,-0.1693,False,0.14172,0.02585,0.11451,0.05611
scenario_20,R12,R72,0.2616,0.3646,-0.09700000000000003,False,0.14172,0.02585,0.10263,0.02896
scenario_20,R49,R50,0.2755,0.3139,-0.16160000000000002,False,0.12093,0.02585,0.14553,0.02198
scenario_20,R13,R12,0.2823,0.3008,-0.1815,False,0.13999,0.02198,0.14172,0.02585
scenario_20,R50,R51,0.288,0.299,-0.189,False,0.14553,0.02198,0.15352,0.02082
scenario_20,R14,R13,0.1081,0.3081,-2.7755575615628914e-17,False,0.05,0.02082,0.13999,0.02198
scenario_20,R51,R52,0.2819,0.2606,-0.2213,False,0.15352,0.02082,0.05,0.03985
scenario_20,R51,R34,0.2819,0.3039,-0.178,False,0.15352,0.02082,0.10315,0.06672
scenario_20,R15,R14,0.29,0.1182,-0.3718,False,0.13962,0.03985,0.05,0.02082
scenario_20,R15,R34,0.29,0.3039,-0.1861,False,0.13962,0.03985,0.10315,0.06672
scenario_20,R52,R53,0.2071,0.4071,0.0,True,0.05,0.03985,0.10291,0.0369
scenario_20,R16,R15,0.2822,0.3073,-0.1749,False,0.13152,0.0369,0.13962,0.03985
scenario_20,R53,R54,0.3172,0.3541,-0.16309999999999997,False,0.10291,0.0369,0.11909,0.03408
scenario_20,R17,R16,0.3016,0.3172,-0.1844,False,0.1287,0.03408,0.13152,0.0369
scenario_20,R54,R73,0.3237,0.3359,-0.18780000000000002,False,0.11909,0.03408,0.13063,0.02965
scenario_20,R36,R17,0.3052,0.3171,-0.18810000000000004,False,0.13029,0.02965,0.1287,0.03408
scenario_20,R73,R32,0.3219,0.3232,-0.19870000000000004,False,0.13063,0.02965,0.13714,0.02624
scenario_20,R19,R18,0.2861,0.3175,-0.16860000000000003,False,0.12177,0.03211,0.14366,0.02689
scenario_20,R56,R57,0.2703,0.3076,-0.1627,False,0.12558,0.03211,0.13571,0.03747
scenario_20,R18,R1,0.3058,0.0,-0.5058,False,0.14366,0.02689,0.05,0.0
scenario_20,R18,R39,0.3058,0.3064,-0.19940000000000002,False,0.14366,0.02689,0.15634,0.02064
scenario_20,R55,R56,0.3036,0.3189,-0.18469999999999998,False,0.12769,0.02689,0.12558,0.03211
scenario_20,R2,R1,0.2912,0.0,-0.4912,False,0.13124,0.02064,0.05,0.0
scenario_20,R2,R55,0.2912,0.3109,-0.18030000000000002,False,0.13124,0.02064,0.12769,0.02689
scenario_20,R39,R40,0.2949,0.307,-0.1879,False,0.15634,0.02064,0.13377,0.0264
scenario_20,R39,R59,0.2949,0.3092,-0.18570000000000003,False,0.15634,0.02064,0.08019,0.03698
scenario_20,R20,R19,0.2602,0.3574,-0.1028,False,0.08265,0.03747,0.12177,0.03211
scenario_20,R57,R58,0.2894,0.3066,-0.18280000000000002,False,0.13571,0.03747,0.12666,0.02406
scenario_20,R57,R33,0.2894,0.3066,-0.18280000000000002,False,0.13571,0.03747,0.14196,0.02121
scenario_20,R21,R20,0.2001,0.2991,-0.10100000000000003,False,0.10093,0.02406,0.08265,0.03747
scenario_20,R21,R33,0.2001,0.3066,-0.09350000000000003,False,0.10093,0.02406,0.14196,0.02121
scenario_20,R58,R35,0.2762,0.309,-0.16720000000000002,False,0.12666,0.02406,0.13302,0.02896
scenario_20,R33,R7,0.2419,0.0,-0.4419,False,0.14196,0.02121,0.05,0.10745
scenario_20,R33,R45,0.2419,0.3504,-0.09150000000000003,False,0.14196,0.02121,0.10265,0.1367
scenario_20,R70,R58,0.4434,0.3125,-0.3309,False,0.21897,0.02121,0.12666,0.02406
scenario_20,R70,R20,0.4434,0.3211,-0.32230000000000003,False,0.21897,0.02121,0.08265,0.03747
scenario_20,R72,R21,0.1946,0.2948,-0.0998,False,0.10263,0.02896,0.10093,0.02406
scenario_20,R35,R11,0.3111,0.3619,-0.1492,False,0.13302,0.02896,0.11451,0.05611
scenario_20,R35,R49,0.3111,0.543,0.03190000000000004,True,0.13302,0.02896,0.12093,0.02585
scenario_20,R23,R22,0.2459,0.3058,-0.1401,False,0.11618,0.0309,0.13614,0.03698
scenario_20,R60,R61,0.3077,0.3283,-0.1794,False,0.11989,0.0309,0.21807,0.00516
scenario_20,R24,R23,0.2983,0.2709,-0.22740000000000005,False,0.21024,0.00516,0.11618,0.0309
scenario_20,R61,R74,0.3059,0.2702,-0.23570000000000002,False,0.21807,0.00516,0.12644,0.02512
scenario_20,R37,R24,0.2846,0.3219,-0.1627,False,0.11677,0.02512,0.21024,0.00516
scenario_20,R74,R28,0.2539,0.3004,-0.15350000000000003,False,0.12644,0.02512,0.11591,0.03242
scenario_20,R74,R66,0.2539,0.314,-0.13990000000000002,False,0.12644,0.02512,0.17122,0.00733
scenario_20,R26,R25,0.2953,0.3055,-0.18980000000000002,False,0.13995,0.03986,0.14057,0.04365
scenario_20,R63,R64,0.3806,0.3962,-0.1844,False,0.09698,0.03986,0.10683,0.03607
scenario_20,R27,R26,0.2775,0.3057,-0.1718,False,0.13126,0.03607,0.13995,0.03986
scenario_20,R64,R65,0.2972,0.3391,-0.15810000000000002,False,0.10683,0.03607,0.12732,0.03242
scenario_20,R28,R27,0.2684,0.3158,-0.1526,False,0.11591,0.03242,0.13126,0.03607
scenario_20,R65,R37,0.2984,0.3172,-0.18120000000000003,False,0.12732,0.03242,0.11677,0.02512
scenario_20,R65,R66,0.2984,0.3172,-0.18120000000000003,False,0.12732,0.03242,0.17122,0.00733
scenario_20,R29,R28,0.0718,0.3004,0.028599999999999987,True,0.05,0.00733,0.11591,0.03242
scenario_20,R29,R37,0.0718,0.3131,0.041299999999999976,True,0.05,0.00733,0.11677,0.02512
scenario_20,R66,R67,0.3055,0.1239,-0.3816,False,0.17122,0.00733,0.05,0.02051
scenario_20,R22,R2,0.2912,0.3092,-0.18200000000000005,False,0.13614,0.03698,0.13124,0.02064
scenario_20,R22,R40,0.2912,0.307,-0.18420000000000003,False,0.13614,0.03698,0.13377,0.0264
scenario_20,R59,R60,0.267,0.3665,-0.10050000000000003,False,0.08019,0.03698,0.11989,0.0309
scenario_20,R3,R2,0.3105,0.3092,-0.20130000000000003,False,0.14219,0.0264,0.13124,0.02064
scenario_20,R3,R59,0.3105,0.3092,-0.20130000000000003,False,0.14219,0.0264,0.08019,0.03698
scenario_20,R40,R41,0.2905,0.3086,-0.1819,False,0.13377,0.0264,0.12976,0.03436
scenario_20,R30,R29,0.2817,0.0733,-0.4084,False,0.14718,0.02051,0.05,0.00733
scenario_20,R67,R68,0.1134,0.3134,0.0,True,0.05,0.02051,0.13973,0.01986
scenario_20,R31,R30,0.3065,0.3013,-0.2052,False,0.15122,0.01986,0.14718,0.02051
scenario_20,R68,R69,0.3038,0.3087,-0.19510000000000005,False,0.13973,0.01986,0.12896,0.02624
scenario_20,R32,R31,0.3119,0.3137,-0.19820000000000004,False,0.13714,0.02624,0.15122,0.01986
scenario_20,R69,R36,0.2995,0.3161,-0.1834,False,0.12896,0.02624,0.13029,0.02965
scenario_20,R4,R3,0.3137,0.3263,-0.1874,False,0.12422,0.03436,0.14219,0.0264
scenario_20,R41,R42,0.2938,0.3132,-0.18060000000000004,False,0.12976,0.03436,0.13324,0.03825
scenario_20,R5,R4,0.3144,0.3456,-0.1688,False,0.10794,0.03825,0.12422,0.03436
scenario_20,R42,R43,0.2802,0.3099,-0.1703,False,0.13324,0.03825,0.10314,0.08512
scenario_20,R42,R62,0.2802,0.4801,-9.999999999998899e-05,False,0.13324,0.03825,0.07567,0.04365
scenario_20,R25,R5,0.2997,0.4493,-0.050400000000000056,False,0.14057,0.04365,0.10794,0.03825
scenario_20,R25,R43,0.2997,0.3066,-0.19310000000000005,False,0.14057,0.04365,0.10314,0.08512
scenario_20,R62,R63,0.3686,0.4435,-0.1251,False,0.07567,0.04365,0.09698,0.03986
scenario_20,R6,R5,0.2492,0.4493,9.999999999996123e-05,True,0.05,0.08512,0.10794,0.03825
scenario_20,R6,R62,0.2492,0.4492,-2.7755575615628914e-17,False,0.05,0.08512,0.07567,0.04365
scenario_20,R43,R44,0.2859,0.1534,-0.3325,False,0.10314,0.08512,0.05,0.10745
scenario_20,R7,R6,0.411,0.3214,-0.28959999999999997,False,0.05,0.10745,0.05,0.08512
scenario_20,R44,R70,0.1421,0.8302,0.48810000000000003,True,0.05,0.10745,0.21897,0.02121
scenario_20,R44,R45,0.1421,0.3421,0.0,True,0.05,0.10745,0.10265,0.1367
scenario_20,R8,R7,0.6692,14.9189,14.049700000000001,True,0.05,0.1367,0.05,0.10745
scenario_20,R8,R70,0.6692,0.8692,-5.551115123125783e-17,False,0.05,0.1367,0.21897,0.02121
scenario_20,R45,R46,0.2954,0.0,-0.4954,False,0.10265,0.1367,0.05,0.06272
scenario_20,R45,R71,0.2954,0.0,-0.4954,False,0.10265,0.1367,0.05,0.06672
scenario_20,R9,R8,0.2814,0.0,-0.4814,False,0.13061,0.06272,0.05,0.1367
scenario_20,R9,R71,0.2814,0.0,-0.4814,False,0.13061,0.06272,0.05,0.06672
scenario_20,R46,R47,0.2201,0.4201,-2.7755575615628914e-17,False,0.05,0.06272,0.09898,0.05922
scenario_20,R34,R8,0.2301,0.0,-0.43010000000000004,False,0.10315,0.06672,0.05,0.1367
scenario_20,R34,R46,0.2301,0.0,-0.43010000000000004,False,0.10315,0.06672,0.05,0.06272
scenario_20,R71,R14,0.1739,0.1218,-0.2521,False,0.05,0.06672,0.05,0.02082
scenario_20,R71,R52,0.1739,0.2751,-0.0988,False,0.05,0.06672,0.05,0.03985
scenario_21,R38,R39,0.1971,0.3971,0.0,True,0.05,0.17645,0.08403,0.13939
scenario_21,R38,R55,0.1971,0.3971,0.0,True,0.05,0.17645,0.14389,0.03454
scenario_21,R10,R9,0.2866,0.2928,-0.19380000000000003,False,0.15451,0.04526,0.15442,0.0488
scenario_21,R47,R48,0.2979,0.303,-0.19490000000000002,False,0.14455,0.04526,0.14989,0.04255
scenario_21,R11,R10,0.2599,0.2932,-0.16670000000000001,False,0.13942,0.04255,0.15451,0.04526
scenario_21,R48,R49,0.29,0.2967,-0.19329999999999997,False,0.14989,0.04255,0.12864,0.02732
scenario_21,R48,R72,0.29,0.2967,-0.19329999999999997,False,0.14989,0.04255,0.17608,0.01609
scenario_21,R12,R11,0.2469,0.2771,-0.1698,False,0.16021,0.02732,0.13942,0.04255
scenario_21,R12,R72,0.2469,0.3004,-0.14650000000000002,False,0.16021,0.02732,0.17608,0.01609
scenario_21,R49,R50,0.2441,0.2949,-0.14920000000000003,False,0.12864,0.02732,0.16246,0.02338
scenario_21,R13,R12,0.2703,0.2854,-0.1849,False,0.15823,0.02338,0.16021,0.02732
scenario_21,R50,R51,0.2734,0.2842,-0.18919999999999998,False,0.16246,0.02338,0.17192,0.02179
scenario_21,R14,R13,0.0898,0.2898,0.0,True,0.05,0.02179,0.15823,0.02338
scenario_21,R51,R52,0.2674,0.1239,-0.3435,False,0.17192,0.02179,0.05,0.03334
